date,ticker,open,high,low,close,volume,asset_type
2023-07-24,TSLA,2797.06,2892.86,2789.33,2880.84,26043640,stock
2023-07-25,TSLA,3115.23,3146.98,2983.16,3021.82,49436421,stock
2023-07-26,TSLA,2801.61,2949.03,2736.92,2877.6,21068795,stock
2023-07-27,TSLA,2945.23,3049.52,2876.49,2947.78,57923375,stock
2023-07-28,TSLA,3088.03,3119.05,3016.6,3032.23,32249357,stock
2023-07-31,TSLA,3090.89,3139.79,2973.77,2996.95,43678221,stock
2023-08-01,TSLA,3288.79,3290.77,3162.21,3167.12,52353767,stock
2023-08-02,TSLA,3156.64,3163.55,3138.87,3148.8,54132504,stock
2023-08-03,TSLA,3099.58,3205.14,3086.65,3165.29,49286635,stock
2023-08-04,TSLA,3051.7,3196.42,2965.63,3144.08,19371749,stock
2023-08-07,TSLA,3097.54,3195.85,3040.39,3146.67,48744101,stock
2023-08-08,TSLA,3001.39,3020.68,2992.13,3012.27,32910521,stock
2023-08-09,TSLA,2814.74,2896.43,2750.18,2844.23,52542657,stock
2023-08-10,TSLA,3127.59,3134.87,3028.62,3032.15,33026009,stock
2023-08-11,TSLA,3036.36,3059.81,2900.82,2931.73,48205867,stock
2023-08-14,TSLA,2904.18,2916.48,2814.51,2818.31,54373609,stock
2023-08-15,TSLA,2666.51,2687.27,2550.83,2586.23,40067125,stock
2023-08-16,TSLA,2455.97,2547.92,2445.61,2521.47,43406170,stock
2023-08-17,TSLA,2484.07,2493.58,2384.9,2391.98,33458359,stock
2023-08-18,TSLA,2571.24,2664.46,2519.42,2554.87,44016664,stock
2023-08-21,TSLA,2629.36,2672.77,2607.67,2660.71,24690591,stock
2023-08-22,TSLA,2556.93,2596.43,2549.09,2588.99,18283773,stock
2023-08-23,TSLA,2874.07,2925.74,2797.85,2833.65,37943812,stock
2023-08-24,TSLA,3052.76,3133.89,2856.47,2947.73,15740095,stock
2023-08-25,TSLA,2900.45,2937.89,2804.38,2910.26,24349750,stock
2023-08-28,TSLA,2551.59,2676.43,2475.01,2633.9,32275174,stock
2023-08-29,TSLA,2892.03,2963.58,2842.95,2887.25,50369902,stock
2023-08-30,TSLA,2651.28,2761.43,2616.7,2731.69,37595202,stock
2023-08-31,TSLA,2468.76,2589.04,2455.5,2558.2,48981628,stock
2023-09-01,TSLA,2646.71,2699.26,2595.74,2665.54,25112293,stock
2023-09-04,TSLA,2985.67,3049.22,2898.91,2939.38,24170065,stock
2023-09-05,TSLA,3179.27,3187.08,3097.9,3107.35,30897055,stock
2023-09-06,TSLA,3247.47,3276.88,3119.2,3178.87,29744320,stock
2023-09-07,TSLA,3366.53,3388.42,3243.87,3256.05,49132228,stock
2023-09-08,TSLA,3421.79,3505.72,3332.84,3369.8,21448078,stock
2023-09-11,TSLA,3423.39,3478.59,3417.65,3474.36,19424657,stock
2023-09-12,TSLA,3383.54,3551.96,3344.15,3514.36,26484310,stock
2023-09-13,TSLA,3434.47,3565.17,3359.29,3529.74,27679688,stock
2023-09-14,TSLA,3421.71,3563.97,3387.61,3521.62,12676775,stock
2023-09-15,TSLA,3547.72,3595.71,3338.81,3417.68,30356295,stock
2023-09-18,TSLA,3500.27,3544.76,3350.42,3380.2,18105154,stock
2023-09-19,TSLA,3262.35,3303.81,3103.26,3159.51,40246458,stock
2023-09-20,TSLA,3056.94,3220.86,3005.98,3147.74,27868957,stock
2023-09-21,TSLA,3013.22,3054.52,2988.08,3026.3,37104489,stock
2023-09-22,TSLA,2831.81,2963.16,2801.99,2896.19,13610183,stock
2023-09-25,TSLA,2904.96,2966.5,2887.09,2917.69,32486617,stock
2023-09-26,TSLA,3040.39,3106.04,3011.55,3085.37,48006731,stock
2023-09-27,TSLA,3111.29,3246.8,3085.83,3201.45,27470921,stock
2023-09-28,TSLA,2971.37,3046.03,2935.73,3007.13,16486229,stock
2023-09-29,TSLA,2878.09,2976.62,2805.48,2890.99,24538306,stock
2023-10-02,TSLA,3115.44,3168.38,2912.38,3002.46,18803266,stock
2023-10-03,TSLA,2791.72,2913.25,2750.68,2887.33,48145126,stock
2023-10-04,TSLA,2762.73,2971.51,2671.74,2862.07,17058806,stock
2023-10-05,TSLA,3023.34,3051.12,2892.64,2926.33,42597415,stock
2023-10-06,TSLA,2733.92,2845.98,2690.06,2815.71,36564776,stock
2023-10-09,TSLA,2901.98,2912.0,2823.05,2828.17,37159364,stock
2023-10-10,TSLA,2580.23,2692.51,2558.37,2681.75,54239105,stock
2023-10-11,TSLA,2612.78,2682.5,2531.91,2618.53,31913876,stock
2023-10-12,TSLA,2692.64,2714.63,2636.35,2652.77,26254637,stock
2023-10-13,TSLA,2403.22,2568.4,2337.36,2489.51,39101620,stock
2023-10-16,TSLA,2560.22,2611.83,2467.14,2534.27,19935616,stock
2023-10-17,TSLA,2548.03,2596.23,2514.61,2532.78,17457549,stock
2023-10-18,TSLA,2668.28,2679.85,2577.49,2589.9,27335330,stock
2023-10-19,TSLA,2699.89,2722.99,2593.14,2613.72,39420496,stock
2023-10-20,TSLA,2763.92,2848.36,2724.86,2760.85,19797674,stock
2023-10-23,TSLA,2784.98,2861.54,2701.82,2775.27,47741190,stock
2023-10-24,TSLA,2769.04,2797.28,2718.15,2728.56,43395189,stock
2023-10-25,TSLA,2635.62,2798.73,2590.0,2742.49,39401973,stock
2023-10-26,TSLA,2895.42,2907.49,2789.45,2803.3,27065942,stock
2023-10-27,TSLA,2898.58,2917.14,2786.1,2809.34,42514250,stock
2023-10-30,TSLA,2825.98,2876.86,2796.07,2814.47,39839506,stock
2023-10-31,TSLA,2806.91,2820.69,2728.52,2737.09,32822831,stock
2023-11-01,TSLA,2733.62,2772.75,2636.9,2666.0,56622207,stock
2023-11-02,TSLA,2563.38,2572.0,2488.14,2521.05,29094509,stock
2023-11-03,TSLA,2626.97,2740.05,2598.84,2704.34,24619044,stock
2023-11-06,TSLA,2612.88,2624.48,2569.92,2573.59,59695433,stock
2023-11-07,TSLA,2412.11,2525.89,2347.55,2503.74,46282127,stock
2023-11-08,TSLA,2359.12,2437.93,2356.22,2433.31,55497176,stock
2023-11-09,TSLA,2579.48,2652.19,2494.19,2522.49,69441086,stock
2023-11-10,TSLA,2463.79,2499.82,2443.18,2493.41,72768657,stock
2023-11-13,TSLA,2589.62,2654.32,2529.68,2621.53,61474893,stock
2023-11-14,TSLA,2566.71,2574.95,2532.8,2552.36,20397742,stock
2023-11-15,TSLA,2517.82,2593.21,2492.52,2581.52,51859152,stock
2023-11-16,TSLA,2417.02,2533.35,2358.24,2497.19,62916880,stock
2023-11-17,TSLA,2740.93,2765.32,2678.76,2721.47,31519200,stock
2023-11-20,TSLA,2570.73,2610.97,2555.06,2595.73,27740830,stock
2023-11-21,TSLA,2549.47,2658.5,2517.48,2628.62,69085418,stock
2023-11-22,TSLA,2708.98,2727.12,2660.58,2696.65,28715636,stock
2023-11-23,TSLA,2764.23,2780.43,2706.88,2742.21,50402138,stock
2023-11-24,TSLA,2676.9,2778.53,2654.65,2722.5,26492097,stock
2023-11-27,TSLA,2703.67,2777.49,2672.01,2708.95,88788855,stock
2023-11-28,TSLA,2628.51,2745.52,2587.2,2714.24,28266981,stock
2023-11-29,TSLA,2677.41,2713.16,2671.43,2698.87,86200859,stock
2023-11-30,TSLA,2707.82,2913.23,2656.07,2805.51,64433747,stock
2023-12-01,TSLA,2972.98,3171.3,2878.15,3065.49,43035878,stock
2023-12-04,TSLA,3018.14,3054.84,2925.54,2998.49,69638807,stock
2023-12-05,TSLA,2833.69,2873.11,2807.67,2839.18,59047993,stock
2023-12-06,TSLA,2890.41,2900.91,2815.05,2829.74,60742945,stock
2023-12-07,TSLA,3046.23,3160.84,3026.42,3137.96,29741729,stock
2023-12-08,TSLA,3154.08,3197.04,2976.2,3039.3,36455248,stock
2023-12-11,TSLA,3141.07,3267.79,3073.91,3245.89,83597145,stock
2023-12-12,TSLA,3389.1,3553.53,3322.84,3471.89,45737079,stock
2023-12-13,TSLA,3494.27,3527.57,3346.26,3396.53,28392566,stock
2023-12-14,TSLA,3590.79,3623.62,3446.16,3475.42,55875003,stock
2023-12-15,TSLA,3571.42,3757.32,3506.37,3710.07,50695702,stock
2023-12-18,TSLA,3652.47,3687.54,3570.65,3654.96,66146574,stock
2023-12-19,TSLA,3676.82,3694.24,3608.13,3626.04,73812492,stock
2023-12-20,TSLA,3643.81,3687.45,3506.37,3543.36,68254454,stock
2023-12-21,TSLA,3434.93,3498.78,3273.04,3403.09,54492000,stock
2023-12-22,TSLA,3195.82,3326.77,3190.17,3316.51,90605305,stock
2023-12-25,TSLA,3257.58,3262.82,3155.61,3158.69,57776684,stock
2023-12-26,TSLA,3125.99,3200.3,3105.96,3163.63,84454117,stock
2023-12-27,TSLA,3169.03,3188.17,3034.62,3068.29,58332624,stock
2023-12-28,TSLA,3054.65,3103.44,3045.71,3097.74,79164619,stock
2023-12-29,TSLA,2857.05,2991.39,2786.19,2911.41,117004383,stock
2024-01-01,TSLA,2924.89,2983.14,2883.25,2950.79,38817142,stock
2024-01-02,TSLA,3011.39,3102.55,2942.48,3051.44,60843352,stock
2024-01-03,TSLA,2787.29,2857.62,2744.25,2818.1,107760271,stock
2024-01-04,TSLA,2939.07,2996.66,2821.77,2861.15,35080647,stock
2024-01-05,TSLA,2982.21,3051.38,2887.04,3005.76,39524232,stock
2024-01-08,TSLA,2771.5,2910.3,2746.67,2864.36,106361156,stock
2024-01-09,TSLA,2992.04,3115.24,2947.14,3063.17,60058728,stock
2024-01-10,TSLA,3098.84,3179.86,3062.21,3115.56,70139407,stock
2024-01-11,TSLA,3018.2,3093.24,2991.13,3029.54,33829735,stock
2024-01-12,TSLA,3111.12,3168.87,2991.06,3023.39,125516692,stock
2024-01-15,TSLA,3084.2,3181.37,3025.47,3092.29,92541385,stock
2024-01-16,TSLA,3085.88,3165.81,3017.68,3102.33,84174957,stock
2024-01-17,TSLA,3081.19,3186.96,3042.86,3170.54,62793526,stock
2024-01-18,TSLA,3012.17,3106.24,2997.7,3056.52,53588856,stock
2024-01-19,TSLA,3157.62,3197.26,3055.5,3077.91,93929896,stock
2024-01-22,TSLA,2819.33,2927.49,2798.89,2909.27,117430182,stock
2024-01-23,TSLA,2910.8,2942.45,2855.55,2896.93,37716981,stock
2024-01-24,TSLA,2713.34,2804.25,2693.37,2794.62,101669944,stock
2024-01-25,TSLA,2790.68,2814.66,2699.6,2714.14,36425190,stock
2024-01-26,TSLA,2757.34,2919.78,2668.8,2852.28,127989186,stock
2024-01-29,TSLA,2947.58,3018.57,2933.17,2980.14,133162323,stock
2024-01-30,TSLA,2966.43,3080.49,2895.09,3054.26,132822058,stock
2024-01-31,TSLA,3001.23,3063.18,2863.25,2924.27,61701799,stock
2024-02-01,TSLA,2827.55,2918.75,2740.46,2888.07,70227007,stock
2024-02-02,TSLA,3005.57,3091.39,2976.8,3032.27,80536283,stock
2024-02-05,TSLA,2970.85,3073.66,2957.54,3050.12,62876464,stock
2024-02-06,TSLA,3344.72,3388.46,3265.73,3347.3,69840376,stock
2024-02-07,TSLA,3450.78,3511.49,3344.54,3401.06,137108289,stock
2024-02-08,TSLA,3487.11,3534.45,3415.99,3427.97,140896259,stock
2024-02-09,TSLA,3479.03,3541.36,3305.16,3386.52,111398922,stock
2024-02-12,TSLA,3334.42,3475.5,3285.54,3405.34,141042472,stock
2024-02-13,TSLA,3469.88,3486.11,3336.59,3385.31,130478291,stock
2024-02-14,TSLA,3597.46,3628.04,3424.86,3483.27,64721058,stock
2024-02-15,TSLA,3713.32,3721.6,3612.03,3619.87,134885597,stock
2024-02-16,TSLA,3545.41,3662.21,3403.39,3508.54,81763213,stock
2024-02-19,TSLA,3424.8,3435.57,3315.31,3327.26,89157582,stock
2024-02-20,TSLA,3176.66,3219.7,3042.12,3092.26,128160307,stock
2024-02-21,TSLA,3206.48,3270.3,3105.58,3156.37,104153294,stock
2024-02-22,TSLA,3078.16,3134.24,2998.57,3020.69,42998732,stock
2024-02-23,TSLA,2800.87,2862.18,2749.26,2772.01,82028709,stock
2024-02-26,TSLA,2774.03,2835.5,2750.08,2815.99,95107081,stock
2024-02-27,TSLA,3194.21,3292.23,3005.77,3111.9,114220416,stock
2024-02-28,TSLA,3066.81,3170.2,2987.78,3111.77,66653610,stock
2024-02-29,TSLA,3302.69,3379.11,3185.88,3218.55,83991492,stock
2024-03-01,TSLA,3327.0,3355.77,3202.43,3229.75,62696310,stock
2024-03-04,TSLA,3326.55,3414.43,3131.77,3217.64,139462226,stock
2024-03-05,TSLA,3258.21,3437.97,3214.55,3338.8,82607867,stock
2024-03-06,TSLA,3237.58,3317.56,3207.26,3300.92,144064894,stock
2024-03-07,TSLA,3395.43,3408.06,3315.53,3337.08,88532961,stock
2024-03-08,TSLA,3277.79,3453.32,3244.71,3380.97,134412163,stock
2024-03-11,TSLA,3236.63,3354.87,3204.75,3292.48,133713248,stock
2024-03-12,TSLA,3562.19,3598.71,3362.89,3426.44,84422166,stock
2024-03-13,TSLA,3306.83,3429.43,3282.0,3403.23,106712253,stock
2024-03-14,TSLA,3268.1,3392.7,3199.77,3302.55,38517090,stock
2024-03-15,TSLA,3327.14,3393.94,3308.18,3374.86,117153997,stock
2024-03-18,TSLA,3317.89,3356.22,3230.23,3256.38,43818107,stock
2024-03-19,TSLA,3191.53,3305.97,3142.81,3260.7,141977163,stock
2024-03-20,TSLA,3285.79,3386.73,3230.28,3260.17,65355724,stock
2024-03-21,TSLA,3351.77,3450.78,3308.23,3405.58,144582485,stock
2024-03-22,TSLA,3493.91,3527.19,3422.39,3471.55,140056497,stock
2024-03-25,TSLA,3366.63,3524.54,3289.92,3468.77,52524223,stock
2024-03-26,TSLA,3454.1,3592.29,3431.97,3584.83,128773680,stock
2024-03-27,TSLA,3919.84,3969.2,3686.2,3790.58,104001861,stock
2024-03-28,TSLA,3803.62,3931.12,3693.54,3876.89,71087870,stock
2024-03-29,TSLA,3961.1,4010.65,3743.04,3879.27,108171847,stock
2024-04-01,TSLA,3550.1,3719.77,3504.26,3681.69,40163433,stock
2024-04-02,TSLA,3586.98,3610.74,3485.74,3528.84,136604927,stock
2024-04-03,TSLA,3446.69,3497.49,3438.43,3486.71,89187655,stock
2024-04-04,TSLA,3503.3,3538.12,3371.4,3403.41,129133049,stock
2024-04-05,TSLA,3289.07,3397.75,3275.97,3378.73,130990431,stock
2024-04-08,TSLA,3409.71,3490.69,3335.63,3387.07,96289780,stock
2024-04-09,TSLA,3343.15,3511.36,3296.67,3460.29,129374721,stock
2024-04-10,TSLA,3501.3,3510.23,3445.06,3451.24,97399047,stock
2024-04-11,TSLA,3614.65,3658.05,3484.18,3519.76,122098249,stock
2024-04-12,TSLA,3516.59,3622.23,3451.67,3529.56,35378501,stock
2024-04-15,TSLA,3302.8,3424.6,3203.73,3262.04,110456302,stock
2024-04-16,TSLA,3257.37,3319.22,3107.54,3142.38,39392222,stock
2024-04-17,TSLA,3080.74,3145.29,3059.38,3124.95,131722870,stock
2024-04-18,TSLA,2953.84,2995.07,2905.2,2977.93,122096768,stock
2024-04-19,TSLA,3136.87,3142.76,3036.18,3050.87,62558879,stock
2024-04-22,TSLA,3284.15,3313.69,3185.09,3244.16,76956981,stock
2024-04-23,TSLA,3355.16,3490.34,3321.14,3406.91,99698795,stock
2024-04-24,TSLA,3382.05,3449.42,3275.2,3378.63,80252178,stock
2024-04-25,TSLA,3564.86,3655.14,3492.96,3586.94,93186467,stock
2024-04-26,TSLA,3587.69,3624.8,3555.61,3609.05,77807359,stock
2024-04-29,TSLA,3614.49,3627.08,3538.26,3561.43,93295067,stock
2024-04-30,TSLA,3417.6,3518.19,3346.25,3475.8,77951655,stock
2024-05-01,TSLA,3332.42,3460.26,3308.2,3434.69,81656294,stock
2024-05-02,TSLA,3260.07,3394.45,3249.22,3382.45,41694973,stock
2024-05-03,TSLA,3295.76,3452.02,3254.65,3406.26,55004406,stock
2024-05-06,TSLA,3314.17,3453.82,3302.14,3428.9,92461641,stock
2024-05-07,TSLA,3342.8,3446.29,3334.36,3430.0,111458726,stock
2024-05-08,TSLA,3515.53,3542.43,3456.06,3491.18,87359120,stock
2024-05-09,TSLA,3798.94,3839.81,3646.27,3662.2,46877295,stock
2024-05-10,TSLA,3836.41,3940.58,3771.64,3804.74,77717518,stock
2024-05-13,TSLA,3476.08,3589.34,3470.41,3586.05,90930174,stock
2024-05-14,TSLA,3359.13,3436.55,3171.49,3238.45,83595426,stock
2024-05-15,TSLA,3324.98,3459.41,3226.28,3362.44,63323426,stock
2024-05-16,TSLA,3088.67,3193.48,3075.9,3184.17,30051417,stock
2024-05-17,TSLA,3246.95,3292.05,3068.05,3156.3,83715086,stock
2024-05-20,TSLA,3042.96,3090.19,2992.56,3012.58,53437821,stock
2024-05-21,TSLA,2797.8,2815.76,2779.25,2803.64,40485072,stock
2024-05-22,TSLA,2971.93,3019.65,2792.2,2865.59,75717309,stock
2024-05-23,TSLA,2970.95,2996.69,2947.39,2954.54,27812449,stock
2024-05-24,TSLA,2936.99,3011.24,2821.42,2887.76,86263495,stock
2024-05-27,TSLA,2615.29,2643.28,2565.81,2603.98,65278503,stock
2024-05-28,TSLA,2570.94,2617.63,2494.57,2548.21,64658934,stock
2024-05-29,TSLA,2594.84,2635.6,2554.65,2588.98,30875399,stock
2024-05-30,TSLA,2424.57,2491.57,2372.24,2440.75,97800541,stock
2024-05-31,TSLA,2498.07,2506.33,2442.8,2459.21,39906420,stock
2024-06-03,TSLA,2405.51,2472.42,2370.42,2458.2,50436474,stock
2024-06-04,TSLA,2585.27,2631.05,2497.08,2516.32,46418625,stock
2024-06-05,TSLA,2621.92,2685.85,2474.41,2528.9,78097673,stock
2024-06-06,TSLA,2491.18,2560.09,2377.95,2432.84,44458612,stock
2024-06-07,TSLA,2586.74,2610.43,2524.54,2552.63,66924835,stock
2024-06-10,TSLA,2519.95,2552.86,2512.89,2537.0,38176611,stock
2024-06-11,TSLA,2437.02,2544.51,2431.77,2534.74,34145922,stock
2024-06-12,TSLA,2519.42,2537.9,2421.78,2442.34,52321815,stock
2024-06-13,TSLA,2327.08,2423.26,2302.06,2399.9,45518716,stock
2024-06-14,TSLA,2232.89,2349.98,2217.71,2316.91,32295353,stock
2024-06-17,TSLA,2304.23,2352.28,2251.43,2301.4,82838440,stock
2024-06-18,TSLA,2456.53,2505.71,2443.07,2464.98,28480891,stock
2024-06-19,TSLA,2386.51,2443.28,2282.92,2333.83,23999366,stock
2024-06-20,TSLA,2211.14,2223.8,2175.28,2188.39,30920879,stock
2024-06-21,TSLA,2310.64,2340.39,2286.09,2321.5,26898292,stock
2024-06-24,TSLA,2272.14,2321.72,2217.97,2302.6,47350459,stock
2024-06-25,TSLA,2290.51,2306.58,2207.88,2242.25,40771798,stock
2024-06-26,TSLA,2260.37,2362.91,2220.08,2337.95,41344867,stock
2024-06-27,TSLA,2218.84,2332.73,2185.18,2282.45,32977436,stock
2024-06-28,TSLA,2438.88,2498.08,2393.53,2455.89,68644041,stock
2024-07-01,TSLA,2496.0,2542.15,2470.2,2523.9,19589553,stock
2024-07-02,TSLA,2563.48,2585.19,2439.0,2475.62,73984401,stock
2024-07-03,TSLA,2604.58,2718.15,2587.55,2699.27,54048885,stock
2024-07-04,TSLA,2541.97,2702.74,2468.16,2635.19,54309916,stock
2024-07-05,TSLA,2670.75,2746.27,2626.29,2715.13,47784536,stock
2024-07-08,TSLA,2801.74,2837.2,2740.49,2748.38,32562250,stock
2024-07-09,TSLA,2993.26,3042.33,2859.9,2895.85,28192691,stock
2024-07-10,TSLA,3154.23,3205.22,3029.56,3083.11,63027385,stock
2024-07-11,TSLA,3064.09,3122.83,3020.76,3087.68,18846768,stock
2024-07-12,TSLA,3050.58,3086.28,2983.06,2996.62,66510398,stock
2024-07-15,TSLA,2953.43,3078.62,2928.66,3052.87,53966729,stock
2024-07-16,TSLA,2859.58,2992.97,2842.55,2971.82,28053311,stock
2024-07-17,TSLA,3280.08,3380.6,3192.41,3221.7,18938351,stock
2024-07-18,TSLA,3272.91,3298.74,3227.27,3239.99,46764437,stock
2024-07-19,TSLA,3142.01,3211.73,3129.11,3193.63,61711607,stock
2024-07-22,TSLA,3343.84,3412.5,3121.61,3217.95,44472268,stock
2024-07-23,TSLA,3073.06,3106.02,3020.41,3049.75,51077315,stock
2024-07-24,TSLA,2974.56,3040.9,2881.14,2934.08,26205971,stock
2024-07-25,TSLA,3099.31,3138.41,3056.75,3079.02,19216360,stock
2024-07-26,TSLA,3078.59,3101.84,2977.9,2999.77,53780681,stock
2024-07-29,TSLA,2864.93,2906.34,2828.55,2877.32,40087520,stock
2024-07-30,TSLA,2915.59,2966.88,2876.91,2940.34,32541692,stock
2024-07-31,TSLA,3190.11,3224.78,3026.43,3083.77,49206495,stock
2024-08-01,TSLA,3079.69,3193.69,3072.06,3174.38,43659252,stock
2024-08-02,TSLA,3203.11,3346.71,3136.43,3304.07,44953099,stock
2024-08-05,TSLA,3172.67,3323.03,3089.88,3206.19,30578612,stock
2024-08-06,TSLA,3046.93,3051.88,3022.66,3029.54,28768928,stock
2024-08-07,TSLA,3167.04,3292.83,3060.74,3217.69,19230340,stock
2024-08-08,TSLA,3062.34,3248.63,2991.09,3177.06,22007220,stock
2024-08-09,TSLA,3143.15,3177.1,3093.1,3145.97,47863330,stock
2024-08-12,TSLA,3337.69,3377.01,3262.84,3318.29,43977268,stock
2024-08-13,TSLA,3453.37,3500.57,3337.8,3393.63,32824931,stock
2024-08-14,TSLA,3442.93,3495.02,3381.85,3456.77,25618627,stock
2024-08-15,TSLA,3819.84,3884.49,3722.91,3770.23,28172429,stock
2024-08-16,TSLA,3809.83,3886.21,3609.1,3675.15,37642563,stock
2024-08-19,TSLA,3878.11,3965.85,3703.21,3814.88,39801274,stock
2024-08-20,TSLA,3709.25,3882.64,3677.38,3824.35,36243786,stock
2024-08-21,TSLA,3728.13,3927.66,3695.33,3866.43,30682754,stock
2024-08-22,TSLA,3986.14,4251.98,3935.07,4111.02,13314041,stock
2024-08-23,TSLA,4110.71,4298.89,3988.49,4196.22,29303500,stock
2024-08-26,TSLA,4325.07,4398.33,4255.26,4288.41,44949374,stock
2024-08-27,TSLA,4454.72,4485.32,4441.32,4477.28,24432174,stock
2024-08-28,TSLA,4277.23,4428.26,4259.3,4413.28,17906848,stock
2024-08-29,TSLA,4128.32,4291.42,4101.2,4268.45,18844664,stock
2024-08-30,TSLA,4037.33,4117.74,4011.51,4094.55,27131169,stock
2024-09-02,TSLA,3759.2,3810.81,3731.72,3785.6,43594426,stock
2024-09-03,TSLA,4013.12,4134.13,3993.77,4110.94,31073374,stock
2024-09-04,TSLA,3898.08,3969.56,3868.05,3934.26,30079615,stock
2024-09-05,TSLA,3895.44,3936.82,3868.62,3900.38,46085753,stock
2024-09-06,TSLA,4001.25,4037.21,3838.91,3858.2,33673479,stock
2024-09-09,TSLA,3845.65,3972.29,3812.31,3906.72,36894585,stock
2024-09-10,TSLA,4188.22,4208.61,3996.69,4037.1,42655190,stock
2024-09-11,TSLA,4153.81,4267.3,4100.65,4179.31,12851881,stock
2024-09-12,TSLA,4191.38,4226.49,4004.23,4083.78,12907523,stock
2024-09-13,TSLA,4051.6,4160.6,3918.96,4057.38,27755773,stock
2024-09-16,TSLA,4147.73,4190.73,4065.18,4104.32,14836795,stock
2024-09-17,TSLA,4085.02,4139.13,4001.1,4064.51,18002684,stock
2024-09-18,TSLA,4354.87,4369.08,4316.98,4335.28,37526079,stock
2024-09-19,TSLA,4357.87,4548.78,4277.36,4422.15,23842605,stock
2024-09-20,TSLA,4537.75,4610.51,4399.69,4554.98,27298642,stock
2024-09-23,TSLA,4715.55,4735.2,4608.71,4678.31,39993042,stock
2024-09-24,TSLA,4894.91,4915.76,4885.58,4904.12,30765852,stock
2024-09-25,TSLA,5021.1,5165.46,4828.37,4940.74,46651967,stock
2024-09-26,TSLA,4533.35,4720.23,4424.33,4691.92,42274770,stock
2024-09-27,TSLA,4712.41,4880.83,4598.52,4768.49,29396834,stock
2024-09-30,TSLA,4746.4,4778.59,4638.0,4646.79,34230379,stock
2024-10-01,TSLA,4530.3,4615.03,4493.36,4550.47,26728752,stock
2024-10-02,TSLA,4606.4,4706.35,4487.15,4659.4,28016735,stock
2024-10-03,TSLA,4792.87,4982.69,4722.22,4896.97,27359123,stock
2024-10-04,TSLA,4983.29,5048.86,4838.41,4902.12,52074696,stock
2024-10-07,TSLA,5110.95,5167.4,4912.77,4964.05,40433381,stock
2024-10-08,TSLA,5342.82,5450.82,5220.45,5314.88,18448898,stock
2024-10-09,TSLA,5180.62,5383.38,5154.88,5367.38,26315472,stock
2024-10-10,TSLA,6091.76,6138.33,5859.43,5957.24,62965010,stock
2024-10-11,TSLA,6110.81,6180.67,5982.23,6094.75,37910473,stock
2024-10-14,TSLA,5745.47,5949.75,5629.71,5681.4,62098627,stock
2024-10-15,TSLA,6088.34,6134.3,5774.79,5856.38,39590861,stock
2024-10-16,TSLA,6070.78,6157.39,5911.29,5947.54,30677491,stock
2024-10-17,TSLA,6238.05,6287.01,6197.39,6263.68,21128856,stock
2024-10-18,TSLA,6191.55,6557.65,6040.15,6435.92,39083611,stock
2022-01-03,MSFT,280.62,281.14,278.4,279.49,51362658,stock
2022-01-04,MSFT,275.29,276.63,273.03,274.18,20100301,stock
2022-01-05,MSFT,271.98,273.75,271.25,273.37,51999465,stock
2022-01-06,MSFT,272.17,275.03,266.45,269.79,44752648,stock
2022-01-07,MSFT,263.85,268.09,263.23,267.4,30546165,stock
2022-01-10,MSFT,266.28,271.17,262.76,270.04,37055275,stock
2022-01-11,MSFT,278.58,279.04,276.11,277.46,43159873,stock
2022-01-12,MSFT,278.27,279.83,276.82,279.33,27703188,stock
2022-01-13,MSFT,275.55,276.15,272.67,274.15,55813579,stock
2022-01-14,MSFT,277.27,279.14,272.44,276.21,55820625,stock
2022-01-17,MSFT,280.12,282.53,279.43,281.67,46937997,stock
2022-01-18,MSFT,281.63,281.96,278.42,279.04,49596709,stock
2022-01-19,MSFT,277.85,279.85,276.93,278.56,29765110,stock
2022-01-20,MSFT,274.81,280.39,272.79,278.73,67454468,stock
2022-01-21,MSFT,273.7,278.54,270.84,275.36,25332938,stock
2022-01-24,MSFT,276.95,279.27,276.56,278.35,48950491,stock
2022-01-25,MSFT,273.98,279.88,271.17,277.92,64059731,stock
2022-01-26,MSFT,277.18,280.73,275.05,279.9,60688324,stock
2022-01-27,MSFT,277.55,279.03,274.13,276.07,51098541,stock
2022-01-28,MSFT,274.94,276.8,272.93,274.25,41560666,stock
2022-01-31,MSFT,277.15,278.63,276.84,277.55,30821133,stock
2022-02-01,MSFT,273.56,276.28,273.07,276.01,32194820,stock
2022-02-02,MSFT,287.97,289.61,281.07,283.86,30558831,stock
2022-02-03,MSFT,286.58,287.27,281.8,282.16,20786321,stock
2022-02-04,MSFT,281.39,283.7,280.62,283.29,63376772,stock
2022-02-07,MSFT,283.33,287.98,283.03,287.66,70849094,stock
2022-02-08,MSFT,279.88,283.53,278.7,281.32,20787656,stock
2022-02-09,MSFT,277.21,278.04,270.8,273.62,42043423,stock
2022-02-10,MSFT,263.8,270.45,262.24,267.12,34100875,stock
2022-02-11,MSFT,274.09,277.58,269.09,272.69,79712528,stock
2022-02-14,MSFT,273.67,274.65,269.17,270.4,75831462,stock
2022-02-15,MSFT,279.03,283.68,277.16,281.81,56635602,stock
2022-02-16,MSFT,277.1,280.42,274.06,279.39,31924468,stock
2022-02-17,MSFT,282.92,284.18,279.66,280.32,69422983,stock
2022-02-18,MSFT,290.67,294.68,283.71,287.44,33568903,stock
2022-02-21,MSFT,296.66,297.72,296.39,296.94,52399422,stock
2022-02-22,MSFT,308.44,310.8,304.69,307.02,49922786,stock
